algorithm,attack_type,dataset,seed,n_nodes,n_attackers,noise_mult,clip_bound,sampling_rate,split_mode,dirichlet_alpha,start_round,round,epsilon,accuracy,test_loss,f1_score,mean_update_norm_honest,mean_update_norm_attacker,best_alpha,precision,recall,total_tp_all,total_fp_all,total_fn_all,total_tn_all,V_agg_norm_honest,V_agg_norm_attacker,D_threshold_honest,D_threshold_attacker,n_rejected_honest,n_rejected_attacker,S_agg_norm_honest,S_agg_norm_attacker,eps_n_honest,eps_n_attacker,eps_avg,eps_std,rho_t,trust_toward_honest,trust_toward_attacker
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,56,2.4762372355197746,0.789506979584694,0.5942078104615212,1.0,0.029612891376018524,7162.214520670573,1000.0,1.0,1.0,50178,278,0,24,0.8292981187502543,2232.0661912027995,0.08095742051844389,0.0,46.333333333333336,167.26,1.7134077151616414,5013.550048828125,2.476237235519775,0.0,2.476237235519775,4.440892098500626e-16,1.1400000000000001,0.9614769681439889,0.6141230139925112
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,57,2.5228955996813527,0.7887714803218842,0.5988266515731812,1.0,0.03192992242319243,36507.22180989583,1000.0,1.0,1.0,50646,746,0,144,0.46623026047434124,11363.455725911459,0.07671157810225436,0.0,53.285714285714285,168.82,0.9268876016139984,25555.054814453124,2.5228955996813522,0.0,2.5228955996813522,4.440892098500626e-16,1.155,0.9600572155135124,0.583043197386214
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,58,2.5710493373515257,0.7896399793028831,0.5950166368484497,0.9995342338146249,0.03200174789679678,184533.90088541666,1000.0,0.9990766389658357,1.0,50967,1068,0,229,0.5121798483948958,57471.72795572917,0.08171057808919795,0.0,56.21052631578947,169.89,0.965396313290847,129173.72811197917,2.5710493373515253,0.0,2.5710493373515253,4.440892098500626e-16,1.1700000000000002,0.9578772899961752,0.5429140183866632
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,59,2.620779036985648,0.7905694797635079,0.5913262629508972,0.9995126705653021,0.0325676160864532,937371.1254166666,1000.0,0.9990310077519379,1.0,50691,792,0,75,0.5979497308532397,291838.62518229167,0.07889039390254401,0.0,66.0,168.97,1.229813312490781,656159.7746354167,2.6207790369856485,0.0,2.6207790369856485,4.440892098500626e-16,1.185,0.957140182587003,0.5161259260617831
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,60,2.672174193730253,0.7908694785833359,0.5905936399102211,0.9993861264579498,0.03242530735830466,4734635.799583334,1000.0,0.9987789987789988,1.0,50417,518,0,51,0.6228937208652496,1475022.699375,0.07186434475790818,0.0,57.55555555555556,168.05666666666667,1.2991591956880357,3314244.9904166665,2.6721741937302523,0.0,2.6721741937302523,4.440892098500626e-16,1.2,0.956683772781197,0.5071447657816979
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,61,2.7253345479753266,0.790171982049942,0.5944715967774391,0.9994036970781157,0.030025725467846945,24028092.696666665,1000.0,0.9988165680473373,1.0,50541,642,0,115,0.524013455097492,7483655.649166667,0.07096707197393685,0.0,49.38461538461539,168.47,0.9696180958014268,16819664.528333332,2.725334547975326,0.0,2.725334547975326,4.440892098500626e-16,1.215,0.9555798785523995,0.4850554090328635
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,62,2.7803716539313506,0.7908019760251045,0.5919336867332459,0.994147994147994,0.02891791404949294,121268954.90666667,1000.0,0.9885964912280701,1.0,50359,461,0,52,0.5125593145688375,37795038.11666667,0.06774398415130027,0.0,51.22222222222222,167.86333333333334,1.0964754356278315,84888267.32,2.7803716539313506,0.0,2.7803716539313506,0.0,1.2299999999999998,0.9550807467880731,0.4666514427588826
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,63,2.8374107198726692,0.7915364792943,0.5885632905364037,0.9924938414112041,0.02946562557057901,619050853.3866667,1000.0,0.9855477855477855,1.0,50338,441,0,95,0.5108054226095026,192721377.70666668,0.07173290500253914,0.0,40.09090909090909,167.79333333333332,0.9689644791863181,433335590.08,2.837410719872669,0.0,2.837410719872669,4.440892098500626e-16,1.245,0.9542073878133915,0.4524229211856018
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,64,2.8797317800857956,0.791822479069233,0.5881393846869468,0.9921770179345489,0.029677214367049082,3126909846.826667,1000.0,0.9848925449373588,1.0,50807,917,0,120,0.5715819086347308,974241953.6,0.07629308937413816,0.0,65.5,169.35666666666665,1.1568139748913902,2188836852.266667,2.8797317800857956,0.0,2.8797317800857956,0.0,1.26,0.9531564779433013,0.428459720746413
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,65,2.9146882802902803,0.7917334794998169,0.5894504448771477,1.0,0.02852192350352804,15828133451.093334,1000.0,1.0,1.0,50420,520,0,120,0.4124328171213468,4931149614.08,0.05561347757764032,0.0,43.333333333333336,168.06666666666666,0.77786552409331,11079693213.866667,2.9146882802902803,0.0,2.9146882802902803,0.0,1.275,0.9520577977022621,0.41589836101587746
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,66,2.9504496656185593,0.7926964774727822,0.5867138433456421,1.0,0.03071650117635727,80230214246.4,1000.0,1.0,1.0,50300,400,0,40,0.5673924200236797,24993268107.946667,0.05999081260652789,0.0,50.0,167.66666666666666,1.2214577794075012,56161149009.92,2.9504496656185597,0.0,2.9504496656185597,4.440892098500626e-16,1.2900000000000003,0.9516876382293863,0.4083907442344377
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,67,2.9870369056922645,0.792781479358673,0.5859131243824959,0.9868707576733325,0.02926306120519127,407627172577.28,1000.0,0.9763776881720431,1.0,50602,706,0,136,0.4557916245290211,126946835196.58667,0.06238132875687567,0.0,50.42857142857143,168.67333333333335,0.8202136073793683,285339015604.9067,2.9870369056922645,0.0,2.9870369056922645,0.0,1.305,0.9504251831952151,0.38614226361261
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,68,3.0244720059477888,0.7927909797430038,0.5860265704989434,0.9952153110047847,0.03246934982863339,2058660075711.1467,1000.0,0.990909090909091,1.0,50462,563,0,79,0.508496341380206,641484932546.56,0.06252242657640363,0.0,51.18181818181818,168.20666666666668,1.055151874368841,1441062017215.1467,3.0244720059477883,0.0,3.0244720059477883,4.440892098500626e-16,1.32,0.9497837979246687,0.36716722177248895
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,69,3.062778081137312,0.7932814785838127,0.584905637204647,1.0,0.031299350472788014,10440251685382.826,1000.0,1.0,1.0,50236,336,0,20,0.47207004328568775,3252222057512.96,0.0491363800624692,0.0,56.0,167.45333333333335,0.9422289002686739,7308176026938.026,3.062778081137312,0.0,3.062778081137312,0.0,1.335,0.9496045184305011,0.36003021267530183
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,70,3.1019794351188676,0.7932509779930115,0.5844416689872741,0.9957591673961677,0.030659419670701026,52797224091211.09,1000.0,0.9916190476190476,1.0,50119,221,0,18,0.7794437289237977,16451261141701.973,0.0756290915157429,0.0,44.2,167.06333333333333,1.6755861282348632,36958056092794.88,3.101979435118868,0.0,3.101979435118868,4.440892098500626e-16,1.3499999999999999,0.9494519826782887,0.35268614046065877
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,71,3.1421016475291226,0.7936079797148704,0.5840255108475685,1.0,0.034163460756341614,267877212201069.22,1000.0,1.0,1.0,49979,79,0,6,0.7755947907765707,83444211324900.69,0.05225122904463616,0.0,26.333333333333332,166.59666666666666,1.7798385620117188,187514045738953.38,3.142101647529123,0.0,3.142101647529123,4.440892098500626e-16,1.3650000000000002,0.9494097242173071,0.3515271395364827
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,72,3.183171667991226,0.7937829795479775,0.5837781608104706,1.0,0.02883618614739842,1353954338694758.5,1000.0,1.0,1.0,50436,536,0,50,0.551338404417038,421912312450908.2,0.060003254316012784,0.0,59.55555555555556,168.12,1.1565408044391208,947768020644659.2,3.1831716679912256,0.0,3.1831716679912256,4.440892098500626e-16,1.38,0.9489677328215417,0.339677669348
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,73,3.225217918574414,0.7939349794387818,0.5834833061695099,0.9991769547325103,0.029440121228496232,6863865926696742.0,1000.0,0.9983739837398374,1.0,50610,711,0,159,0.46851057608922325,2138491758603578.0,0.06261593238547598,0.0,47.4,168.7,0.8380970160166422,4804706064309507.0,3.225217918574415,0.0,3.225217918574415,8.881784197001252e-16,1.395,0.9475574689064732,0.32506420551362714
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,74,3.2682704052928386,0.7942484813928604,0.5829572007060051,1.0,0.03243913203477859,3.478168035034224e+16,1000.0,1.0,1.0,50256,356,0,8,1.02099506855011,1.083693013579858e+16,0.07410574080781354,0.0,71.2,167.52,2.4254077196121218,2.4347175849386748e+16,3.2682704052928386,0.0,3.2682704052928386,0.0,1.41,0.9474763421653445,0.3162545196716618
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,75,3.3123608395086923,0.7941579800844193,0.582700914144516,0.9960342687615416,0.030078807845711708,1.765508629000583e+17,1000.0,0.992215634606939,1.0,50370,473,0,89,0.5134119635278528,5.499578276747674e+16,0.06573419593592286,0.0,43.0,167.9,0.9190052260052074,1.2358560198563638e+17,3.3123608395086923,0.0,3.3123608395086923,0.0,1.425,0.9466933648610044,0.3065374547316966
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,76,3.357522770189856,0.7945349797606468,0.5825238513946533,1.0,0.027486631816083736,8.911223407020448e+17,1000.0,1.0,1.0,50378,478,0,86,0.4123764525760304,2.7773629191811325e+17,0.04685478380839814,0.0,43.45454545454545,167.92666666666668,0.7878720164299011,6.237856247246295e+17,3.3575227701898553,0.0,3.3575227701898553,4.440892098500626e-16,1.4400000000000002,0.9459907215602806,0.2978452999139721
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,77,3.4037917280656296,0.7944154793024063,0.583091644346714,0.990703860000188,0.028730586916208268,4.5174984003837143e+18,1000.0,0.9822293447293446,1.0,50692,798,0,152,0.4511183977127075,1.407557614826674e+18,0.06353993212328582,0.0,53.2,168.97333333333333,0.8143348813056945,3.162248810174734e+18,3.4037917280656296,0.0,3.4037917280656296,0.0,1.4549999999999998,0.9446510916775963,0.28482597968127493
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,78,3.4512053828263247,0.794806479215622,0.5819249898195267,0.997524702463188,0.029504291979329928,inf,1000.0,0.9950783830987101,1.0,50296,399,0,29,0.5714919652257647,inf,0.05481074970513342,0.0,57.0,167.65333333333334,1.2264956065586634,inf,3.4512053828263243,0.0,3.4512053828263243,4.440892098500626e-16,1.47,0.9444239620349295,0.2806127314834742
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,79,3.499803714624289,0.79501747995615,0.5815904429554939,1.0,0.03019364768018325,nan,1000.0,1.0,1.0,50141,241,0,26,0.6099438468615214,nan,0.057572518768268834,0.0,40.166666666666664,167.13666666666666,1.2432014147440593,nan,3.49980371462429,0.0,3.49980371462429,8.881784197001252e-16,1.485,0.9441765499371652,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,80,3.549629201256186,0.7950934794545174,0.5815859299898147,0.9981738691416111,0.028231873391912535,nan,1000.0,0.9963909522010995,1.0,50486,588,0,130,0.3845953872570625,nan,0.04718837954247103,0.0,45.23076923076923,168.28666666666666,0.6966432057894193,nan,3.5496292012561854,0.0,3.5496292012561854,4.440892098500626e-16,1.5,0.9430471277610022,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,81,3.600727022539671,0.7951194787025452,0.5816591280698776,1.0,0.030998004833236337,nan,1000.0,1.0,1.0,50358,458,0,40,0.6092377379536629,nan,0.05417600226932481,0.0,57.25,167.86,1.1589566618204117,nan,3.600727022539672,0.0,3.600727022539672,8.881784197001252e-16,1.515,0.942701196140632,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,82,3.653145283543021,0.7954729798436165,0.5810119903087616,1.0,0.02981886516014735,nan,1000.0,1.0,1.0,49991,91,0,6,0.7253344257672628,nan,0.05198783459442774,0.0,30.333333333333332,166.63666666666666,1.6099275350570679,nan,3.6531452835430205,0.0,3.6531452835430205,4.440892098500626e-16,1.53,0.9426419622738966,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,83,3.706935258484402,0.795533979833126,0.5813974803686142,1.0,0.028195289708673955,nan,1000.0,1.0,1.0,50380,480,0,70,0.47002547383308413,nan,0.05735071410951152,0.0,48.0,167.93333333333334,0.9153293788433075,nan,3.706935258484401,0.0,3.706935258484401,8.881784197001252e-16,1.5450000000000002,0.9421184804128271,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,84,3.7621516572892535,0.795048480629921,0.583514875471592,1.0,0.027577094999807223,nan,1000.0,1.0,1.0,50370,470,0,30,0.4998419369970049,nan,0.05210603679703556,0.0,67.14285714285714,167.9,0.8877735137939453,nan,3.762151657289252,0.0,3.762151657289252,1.3322676295501878e-15,1.56,0.941874422153016,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,85,3.818852916980401,0.7956789806485176,0.5811688053607941,0.9993243243243244,0.028032900765538216,nan,1000.0,0.9986559139784946,1.0,50437,538,0,41,0.5744762904942036,nan,0.0673066748778467,0.0,67.25,168.12333333333333,0.9086355792824179,nan,3.818852916980402,0.0,3.818852916980402,8.881784197001252e-16,1.575,0.9414978818642609,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,86,3.874737541093223,0.7957809805870056,0.5810661670565606,1.0,0.026682473346590997,nan,1000.0,1.0,1.0,50018,118,0,20,0.5771904110908508,nan,0.04906360746439195,0.0,23.6,166.72666666666666,1.0880380868911743,nan,3.8747375410932245,0.0,3.8747375410932245,1.3322676295501878e-15,1.5899999999999999,0.9413130277459907,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,87,3.916240373005058,0.7960194784402848,0.5813131338357925,0.9836421748186455,0.02518386486917734,nan,1000.0,0.9691932891299979,1.0,50166,270,0,20,0.8346482465664545,nan,0.06760807864322205,0.0,45.0,167.22,1.2450528939565022,nan,3.9162403730050594,0.0,3.9162403730050594,1.3322676295501878e-15,1.6050000000000002,0.9410907515523839,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,88,3.958594794875645,0.7960994789004325,0.5807668554782868,1.0,0.027490930631756783,nan,1000.0,1.0,1.0,50104,204,0,16,0.5872592926025391,nan,0.0466993936088233,0.0,40.8,167.01333333333332,1.2068772077560426,nan,3.958594794875645,0.0,3.958594794875645,0.0,1.62,0.9409696451162853,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,89,4.00182186932881,0.7959149786829949,0.5812109556794166,0.9944591806660772,0.026440295701225597,nan,1000.0,0.9892255892255891,1.0,50356,458,0,56,0.549243281284968,nan,0.06073099993913086,0.0,50.888888888888886,167.85333333333332,1.0474149849679735,nan,4.0018218693288095,0.0,4.0018218693288095,8.881784197001252e-16,1.635,0.9404909703211354,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,90,4.045943537463281,0.7963079795241356,0.5810051345825196,0.9976546235539041,0.027315810987991945,nan,1000.0,0.9954081632653062,1.0,50437,539,0,164,0.4148022873061044,nan,0.053186823182738645,0.0,38.5,168.12333333333333,0.6376771032810211,nan,4.045943537463281,0.0,4.045943537463281,0.0,1.65,0.9389802754257585,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,91,4.090982666874294,0.7964279818534851,0.5808877265453338,1.0,0.025050600724560872,nan,1000.0,1.0,1.0,50217,317,0,32,0.7456634044647217,nan,0.06676133606101604,0.0,45.285714285714285,167.39,1.3038247312818254,nan,4.090982666874295,0.0,4.090982666874295,8.881784197001252e-16,1.6649999999999998,0.9386722607013791,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,92,4.136963102650078,0.796321978867054,0.5810786545276642,0.9969816315680977,0.02646857855672186,nan,1000.0,0.9940366502866502,1.0,50559,662,0,73,0.5003170669078827,nan,0.05352906964263096,0.0,60.18181818181818,168.53,0.9208813472227617,nan,4.136963102650078,0.0,4.136963102650078,0.0,1.6800000000000002,0.9380465627342705,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,93,4.183909721536838,0.796907978951931,0.5805418741703033,0.9937249980390619,0.026209363375197758,nan,1000.0,0.9879765395894428,1.0,50319,421,0,94,0.4036351063034751,nan,0.04558946699819331,0.0,38.27272727272727,167.73,0.7329683412205089,nan,4.183909721536837,0.0,4.183909721536837,8.881784197001252e-16,1.695,0.9373262254776427,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,94,4.231848489478358,0.7966519805788994,0.5814526441693306,1.0,0.027429241894019976,nan,1000.0,1.0,1.0,50357,457,0,50,0.4198366602261861,nan,0.04673259960138342,0.0,50.77777777777778,167.85666666666665,0.8039393292533027,nan,4.2318484894783595,0.0,4.2318484894783595,1.7763568394002505e-15,1.71,0.9368549736865549,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,95,4.28080652274961,0.7966209799051285,0.5813179978728295,1.0,0.0276956573467363,nan,1000.0,1.0,1.0,50402,502,0,88,0.42686923254619946,nan,0.045222376748596055,0.0,45.63636363636363,168.00666666666666,0.7349745197729631,nan,4.280806522749609,0.0,4.280806522749609,8.881784197001252e-16,1.7249999999999999,0.9360631472146667,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,96,4.330812152917754,0.7965509814023971,0.5817980778217315,1.0,0.028265598895294324,nan,1000.0,1.0,1.0,50264,364,0,34,0.5441915733473641,nan,0.04520361950465641,0.0,52.0,167.54666666666665,0.998397307736533,nan,4.330812152917753,0.0,4.330812152917753,8.881784197001252e-16,1.7400000000000002,0.9357524185101475,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,97,4.381894995878737,0.7968759816884995,0.5814268082380295,1.0,0.028996542096138,nan,1000.0,1.0,1.0,50630,730,0,110,0.42653586772771984,nan,0.04775603871167912,0.0,56.15384615384615,168.76666666666668,0.7483937786175654,nan,4.381894995878738,0.0,4.381894995878738,8.881784197001252e-16,1.7550000000000001,0.9348174414994883,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,98,4.434086025233358,0.7969454798102379,0.581734515428543,1.0,0.026021478325128557,nan,1000.0,1.0,1.0,50077,177,0,18,0.5243374705314636,nan,0.04184359659266437,0.0,35.4,166.92333333333335,1.0399492859840394,nan,4.434086025233357,0.0,4.434086025233357,8.881784197001252e-16,1.77,0.9346647436931275,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,99,4.4874176502831755,0.7971304789185524,0.5820406049489975,1.0,0.024906184524297714,nan,1000.0,1.0,1.0,50356,456,0,32,0.5330286398530006,nan,0.04450865750547843,0.0,57.0,167.85333333333332,1.060570366680622,nan,4.487417650283176,0.0,4.487417650283176,8.881784197001252e-16,1.785,0.9343814065154679,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,100,4.5419237989440235,0.7971319779753685,0.5816590735316276,0.9980769230769231,0.025881789159029722,nan,1000.0,0.9962121212121212,1.0,50173,274,0,51,0.4879193566739559,nan,0.052543065796280125,0.0,34.25,167.24333333333334,0.9336774200201035,nan,4.541923798944024,0.0,4.541923798944024,8.881784197001252e-16,1.7999999999999998,0.933961751144641,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,101,4.597640005893232,0.7971604797244072,0.5834836372733117,1.0,0.02609094253016843,nan,1000.0,1.0,1.0,50275,375,0,58,0.41710764169692993,nan,0.040373833363213235,0.0,41.666666666666664,167.58333333333334,0.7276643779542711,nan,4.597640005893233,0.0,4.597640005893233,8.881784197001252e-16,1.8150000000000002,0.9334483857906726,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,102,4.65460350628586,0.796913979947567,0.5836488437652588,0.9933283914010378,0.02635698691010475,nan,1000.0,0.9872222222222222,1.0,50354,456,0,68,0.3713878959417343,nan,0.038985892634979875,0.0,45.6,167.84666666666666,0.6689980745315551,nan,4.654603506285859,0.0,4.654603506285859,8.881784197001252e-16,1.83,0.9328329149423428,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,103,4.712853335395463,0.797381980419159,0.582689893245697,1.0,0.028365262784063816,nan,1000.0,1.0,1.0,50599,699,0,90,0.4940759539604187,nan,0.05160468481214255,0.0,58.25,168.66333333333333,0.7972114483515421,nan,4.712853335395464,0.0,4.712853335395464,8.881784197001252e-16,1.845,0.9320069393783156,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,104,4.772430434556013,0.7972434791922569,0.583123887181282,1.0,0.025656008058124118,nan,1000.0,1.0,1.0,50491,591,0,48,0.460604233874215,nan,0.040351006784403495,0.0,65.66666666666667,168.30333333333334,0.8527507649527656,nan,4.772430434556013,0.0,4.772430434556013,0.0,1.8599999999999999,0.9316090194923791,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,105,4.833377763803692,0.7973699805140495,0.5829364556074143,1.0,0.024903076235204935,nan,1000.0,1.0,1.0,50079,179,0,10,0.5382289439439774,nan,0.036029731401550656,0.0,44.75,166.93,1.0925588458776474,nan,4.833377763803691,0.0,4.833377763803691,8.881784197001252e-16,1.875,0.9315235076763274,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,106,4.895740421640309,0.7974769791960716,0.5831545814871788,1.0,0.026537563807020586,nan,1000.0,1.0,1.0,50440,540,0,100,0.39364122102657956,nan,0.038151222280958436,0.0,45.0,168.13333333333333,0.6278964926799139,nan,4.89574042164031,0.0,4.89574042164031,8.881784197001252e-16,1.8900000000000001,0.9306844447130477,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,107,4.959565772364041,0.7976049795746804,0.5831942042708397,0.9899440520815831,0.02530593645166267,nan,1000.0,0.980991230991231,1.0,50346,449,0,95,0.40395568175749347,nan,0.04841595807860782,0.0,40.81818181818182,167.82,0.6469537236473777,nan,4.959565772364042,0.0,4.959565772364042,8.881784197001252e-16,1.905,0.9298582153415204,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,108,5.024903581438015,0.7975904795527459,0.5839454001188278,0.9991341991341992,0.023501832836440632,nan,1000.0,0.9982788296041308,1.0,50431,532,0,17,0.6101232596806118,nan,0.05095928484393097,0.0,76.0,168.10333333333332,1.307404296738761,nan,5.024903581438016,0.0,5.024903581438016,8.881784197001252e-16,1.92,0.929700739900547,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,109,5.09180615939299,0.7978359803557395,0.5837491002678871,0.9968122937947345,0.026444097359975178,nan,1000.0,0.9936873310234343,1.0,50568,673,0,165,0.3847155630588531,nan,0.0461428219970386,0.0,44.86666666666667,168.56,0.5784285585085551,nan,5.0918061593929895,0.0,5.0918061593929895,8.881784197001252e-16,1.935,0.928238936310461,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,110,5.16032851478683,0.7977014800906181,0.5842097964882851,1.0,0.025899324995967057,nan,1000.0,1.0,1.0,50644,744,0,104,0.3893758219022017,nan,0.0401855754283686,0.0,57.23076923076923,168.81333333333333,0.6613737390591548,nan,5.160328514786829,0.0,5.160328514786829,8.881784197001252e-16,1.95,0.92738951552276,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,111,5.207853168736674,0.7974764797091484,0.5852102082967758,0.9946637724415501,0.025613885165916547,nan,1000.0,0.989648033126294,1.0,50332,434,0,54,0.448109464512931,nan,0.04751256496690219,0.0,48.22222222222222,167.77333333333334,0.8527673482894897,nan,5.207853168736674,0.0,5.207853168736674,0.0,1.965,0.9269301549529188,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,112,5.252493593221522,0.7979274788498878,0.5846959111094475,1.0,0.02800261089578271,nan,1000.0,1.0,1.0,50122,222,0,8,0.5821209698915482,nan,0.03944636493965498,0.0,55.5,167.07333333333332,1.2486191391944885,nan,5.252493593221523,0.0,5.252493593221523,8.881784197001252e-16,1.98,0.9268508529772858,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,113,5.297900042856843,0.7978294783830643,0.5854062461853027,0.9899577614973284,0.025952484665645495,nan,1000.0,0.9806637806637806,1.0,50152,255,0,69,0.3765222264660729,nan,0.043292360806796264,0.0,28.333333333333332,167.17333333333335,0.6470724211798774,nan,5.297900042856844,0.0,5.297900042856844,8.881784197001252e-16,1.995,0.9262771033737436,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,114,5.344087390883105,0.7977379804849625,0.5858277308940888,1.0,0.026120152493769474,nan,1000.0,1.0,1.0,50578,678,0,88,0.4188411073251204,nan,0.0407080372505319,0.0,61.63636363636363,168.59333333333333,0.691898221319372,nan,5.3440873908831055,0.0,5.3440873908831055,8.881784197001252e-16,2.01,0.9255588340784692,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,115,5.391070942635641,0.7980769795179367,0.5859916231036186,1.0,0.026555976085364818,nan,1000.0,1.0,1.0,50467,567,0,64,0.40847064554691315,nan,0.03857445511424864,0.0,56.7,168.22333333333333,0.7312118828296661,nan,5.3910709426356425,0.0,5.3910709426356425,1.7763568394002505e-15,2.025,0.9250251465954423,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,116,5.4388664510187725,0.7980169793963432,0.5861663663387299,0.9919611886715081,0.025430636193889838,nan,1000.0,0.9841950497907347,1.0,50447,554,0,129,0.35297757616409886,nan,0.04141258016420188,0.0,42.61538461538461,168.15666666666667,0.5622714895468491,nan,5.438866451018773,0.0,5.438866451018773,8.881784197001252e-16,2.04,0.9239918485790047,nan
trust-aware,scale,fashion_mnist,42,500,300,1.1,2.0,0.05,iid,1.0,50,117,5.48749013258289,0.798057479262352,0.5864898809790611,0.998689384010485,0.025344082553471838,nan,1000.0,0.9974025974025974,1.0,50319,420,0,23,0.6194542390959603,nan,0.04722879670546566,0.0,60.0,167.73,1.2041247657367162,nan,5.487490132582891,0.0,5.487490132582891,8.881784197001252e-16,2.055,0.923777613824444,nan
